experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std,macro_f1_delta_vs_main,accuracy_delta_vs_main,balanced_accuracy_delta_vs_main,ordinal_mae_delta_vs_main,same_population_as_main,display_order
baseline,main_all_school_extra_trees,2,Extra Trees,6834,20,Tuned Extra Trees on the full imputed all-school dataset.,0.5576444413639201,0.0018153626145962492,0.6968100673105062,0.0028971305053005257,0.5559218659397431,0.0010341453077268305,0.34679543459174716,0.004552633651186423,0.17156704999797512,0.018620596436499093,0.01628789999813307,0.0047277159446016655,0.1878549499961082,0.02334831238110076,3417.0,0.0,0.0,0.0,0.0,0.0,True,0
feature_engineering,threshold_flags_co2_1000_t18_t24,2,Extra Trees,6834,23,Adds binary CO2 and temperature threshold indicators.,0.5556216661327633,0.0009134000759813602,0.6892010535557507,0.004966509437657887,0.5594568381453212,6.223437191581303e-05,0.35703833772314897,0.00538038522412943,0.15558575000613928,0.02074375526954863,0.021975099996780045,0.0011392904569911288,0.17756085000291932,0.021883045726539756,3417.0,0.0,-0.0020227752311567926,-0.007609013754755534,0.0035349722055780797,0.010242903131401804,True,1
missingness_indicators,imputation_indicators,2,Extra Trees,6834,31,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730744131903966,1.2509001954313727e-05,0.7028094820017559,0.0035179441850076436,0.5754544602039597,0.0011815724917673444,0.33772314896107697,0.0004138757864714644,0.1633206499973312,0.013989329850401752,0.018245800005388446,0.005729262001319136,0.18156645000271965,0.008260067849082616,3417.0,0.0,0.01542997182647654,0.005999414691249649,0.019532594264216607,-0.009072285630670196,True,2
soft_voting,soft_vote_et_0.90_rf_0.10,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5616173895665626,0.0018223151101165814,0.7010535557506585,0.00020693789323584998,0.5590710692020413,0.004672261356895175,0.3424056189640035,0.003311006291771951,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.00397294820264249,0.004243488440152321,0.0031492032622981725,-0.004389815627743654,True,3
soft_voting,soft_vote_et_0.86_rf_0.14,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5625124856686172,0.00016011881208361688,0.7029558091893473,0.0008277515729430466,0.5595261400768567,0.0031297056093568835,0.3407960199004975,0.0039318199714792265,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.004868044304697117,0.006145741878841093,0.0036042741371136167,-0.005999414691249649,True,4
soft_voting,soft_vote_et_0.80_rf_0.20,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5628622578446267,0.001004871164643405,0.7039800995024875,0.0022763168255932114,0.5595175427901381,0.0022473055128456538,0.3399180567749488,0.005173447330893698,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.005217816480706627,0.007170032191981313,0.0035956768503949688,-0.006877377816798369,True,5
soft_voting,soft_vote_et_0.95_rf_0.05,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5588622658524756,0.0003261686288702887,0.6982733391864209,0.00041387578647150366,0.5568551345720616,0.002618397766804979,0.34547848990342406,0.003517944185007683,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.0012178244885554523,0.0014632718759146623,0.0009332686323184625,-0.0013169446883231073,True,6
ordinal_classification,ordinal_extra_trees_decomposition,2,Extra Trees,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5542829093662378,0.003964534668370376,0.7088088966930055,0.0016555031458859754,0.5500529202294263,0.0006718133232659349,0.3364062042727539,0.006001198903836685,0.4982400000008056,0.19867126682799632,0.053970599983586,0.016210140112057354,0.5522105999843916,0.21488140694005367,3417.0,0.0,-0.003361531997682299,0.011998829382499299,-0.00586894571031682,-0.010389230318993248,True,7
ordinal_classification,ordinal_random_forest_decomposition,2,Random Forest,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5183746172958446,0.01705361036541009,0.6881767632426106,0.010139956768551624,0.5249508351161023,0.017405039990367605,0.36698858647936783,0.010346894661787375,0.1436591500096256,0.002421770036770821,0.025414050003746524,0.0017886265988572732,0.16907320001337212,0.004210396635628094,3417.0,0.0,-0.039269824068075554,-0.008633304067895642,-0.030971030823640833,0.020193151887620664,True,8
class_weight_search,class_weight_balanced,2,Extra Trees,6834,20,Baseline Extra Trees balanced class weights.,0.5576444413639201,0.0018153626145962492,0.6968100673105062,0.0028971305053005257,0.5559218659397431,0.0010341453077268305,0.34679543459174716,0.004552633651186423,0.1624990000127582,0.01967793319032094,0.022178600003826432,0.0029417056195975124,0.18467760001658462,0.016736227570723426,3417.0,0.0,0.0,0.0,0.0,0.0,True,9
class_weight_search,class_weight_equal_1_1_1,2,Extra Trees,6834,20,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.",0.5357628459097834,0.025259596179119905,0.7240269242025168,0.008277515729429877,0.505541670932707,0.01956624842029176,0.3157740708223588,0.01076077044825886,0.1574047000030987,0.0024526705708671245,0.021767450016341172,0.0009580589672352526,0.17917215001943987,0.0014946116036318718,3417.0,0.0,-0.021881595454136704,0.027216856892010588,-0.050380195007036166,-0.031021363769388355,True,10
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,2,Extra Trees,6834,20,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.",0.5490517341226149,0.024116478708888934,0.7175885279484928,0.009933018875315893,0.5237121569053809,0.017881489528153008,0.3217734855136084,0.0159342177791525,0.16087815001083072,0.018861154143027546,0.016892050000024028,0.0002708925920514297,0.17777020001085475,0.019132046735078977,3417.0,0.0,-0.00859270724130523,0.020778460637986607,-0.032209709034362266,-0.02502194907813876,True,11
class_weight_search,class_weight_dissatisfied_3_neutral_2,2,Extra Trees,6834,20,"Manual class weights: {0: 3, 1: 2, 2: 1}.",0.5649754111243057,0.011710573248626002,0.718612818261633,0.009312205195608577,0.5453060712994664,0.006832728343236236,0.31709101551068186,0.010139956768551605,0.1616848999983631,0.02996053857275215,0.022594650014070794,5.946768036469677e-05,0.1842795500124339,0.029901070892387454,3417.0,0.0,0.007330969760385608,0.021802750951126826,-0.010615794640276732,-0.029704419081065303,True,12
class_weight_search,class_weight_dissatisfied_4_neutral_2,2,Extra Trees,6834,20,"Manual class weights: {0: 4, 1: 2, 2: 1}.",0.5569498434832288,0.007554040519977319,0.7080772607550483,0.0076567020497225625,0.5434282909232724,0.005334451741018948,0.33274802458296754,0.012002397807673332,0.16982759999518748,0.01738549300137303,0.020966299998690374,0.0021715249347347846,0.19079389999387786,0.015213968066638245,3417.0,0.0,-0.0006945978806912612,0.011267193444542078,-0.012493575016470748,-0.014047410008779626,True,13
class_weight_search,class_weight_dissatisfied_5_neutral_2,2,Extra Trees,6834,20,"Manual class weights: {0: 5, 1: 2, 2: 1}.",0.566912134538307,0.0038708679279185086,0.7110038045068774,0.004759571544422155,0.5560137042893295,0.0007958221649286657,0.32821188176763244,0.006828950476779634,0.1378592499968363,0.0016211837345890552,0.014560850002453662,0.0020772675827843133,0.15242009999928996,0.00045608384819525826,3417.0,0.0,0.009267693174386915,0.014193737196371181,9.18383495863706e-05,-0.018583552824114724,True,14
class_weight_search,class_weight_stronger_dissatisfied,2,Extra Trees,6834,20,Stronger dissatisfied weight only.,0.5417471435377543,0.011280378074215495,0.7159789288849868,0.007242826263251099,0.5314796520010594,0.010403110266539941,0.33099209833187004,0.009105267302372865,0.1424735500040697,0.012586995684657102,0.016225399973336607,0.002951463705742126,0.1586989499774063,0.009635531978914978,3417.0,0.0,-0.01589729782616578,0.01916886157448061,-0.024442213938683732,-0.01580333625987712,True,15
class_weight_search,class_weight_stronger_neutral,2,Extra Trees,6834,20,Stronger neutral weight only.,0.5308900309863459,0.01453870002455963,0.7139303482587065,0.0006208136797072359,0.5119928196418899,0.005637866642668135,0.3153350892595844,0.001448565252650204,0.15388879999227356,0.02913746628892483,0.01708205000613816,0.005340848231710174,0.17097084999841172,0.034478314520635,3417.0,0.0,-0.0267544103775742,0.017120280948200284,-0.043929046297853214,-0.03146034533216274,True,16
class_weight_search,class_weight_stronger_dissatisfied_neutral,2,Extra Trees,6834,20,Stronger dissatisfied and neutral weights.,0.5614729667409935,0.0038345702568993285,0.7017851916886158,0.004138757864714958,0.5478267046909349,0.0003290669830927281,0.33362598770851626,0.006622012583543902,0.14972134999698028,0.010452664561711579,0.018447050009854138,0.004058580785580116,0.16816840000683442,0.006394083776131463,3417.0,0.0,0.003828525377073344,0.004975124378109541,-0.00809516124880827,-0.013169446883230906,True,17
class_weight_threshold_tuning,best_class_weight_nested_threshold,2,Extra Trees,6834,20,Nested inner-fold probability multiplier tuning applied to class_weight_dissatisfied_5_neutral_2.,0.5709417992620909,0.0005315851573729401,0.7006145741878842,0.0028971305053005257,0.5679676493594448,0.0010018735604483634,0.3374304945858941,0.00538038522412943,0.13314030000765342,0.01263514965269272,0.018693149992031977,0.006693826318158433,0.1518334499996854,0.01932897597085115,3417.0,0.0,0.01329735789817077,0.003804506877377989,0.012045783419701639,-0.009364940005853084,True,18
complete_case_filter,complete_main_ieq_sensors,2,Extra Trees,5349,20,"Rows with originally observed Temperature, RH, CO2, Lighting, and Sound.",0.5729453170765417,0.001927384148752104,0.6941491971843785,0.005735681439297731,0.5739582942600367,0.008661435268145883,0.3475403854353798,0.009161708423350762,0.1316981499985559,0.021193616592426506,0.014017850000527687,0.0028507009836080946,0.14571599999908358,0.0240443175760346,2674.5,0.7071067811865476,0.01530087571262162,-0.0026608701261277012,0.018036428320293618,0.0007449508436326302,False,19
complete_case_filter,complete_lighting_sound_ttrend,2,Extra Trees,2314,20,"Rows with originally observed Lighting, Sound, and Ttrend.",0.5640155815035376,0.00447031592901475,0.6668107173725151,0.005500398470768332,0.5664752272685437,0.0016541152620134232,0.37597234226447707,0.0012223107712818016,0.09028045000741258,0.015172460911798791,0.015574099990772083,0.0008324061026726655,0.10585454999818467,0.016004867014471458,1157.0,0.0,0.006371140139617482,-0.029999349937991138,0.010553361328800581,0.0291769076727299,False,20
train_fold_class_balancing,random_oversample_to_50pct_majority,2,Extra Trees,6834,20,Randomly duplicates minority-class training records up to 50 percent of the majority-class count.,0.5607483610576547,0.008870013279594474,0.6922739244951712,0.00434569575795069,0.5710016939369353,0.010323678584501535,0.3551360842844601,0.0035179441850077026,0.2473438499873737,0.072406673727658,0.02154494999558665,0.0023896673708342273,0.26888879998296034,0.07479634109849222,4495.5,0.7071067811865476,0.0031039196937345803,-0.004536142815334987,0.015079827997192208,0.00834064969271292,True,21
train_fold_class_balancing,synthetic_interpolate_to_50pct_majority,2,Extra Trees,6834,20,Creates fold-internal synthetic minority-class training rows up to 50 percent of the majority-class count.,0.5611866504223649,0.016266179639924532,0.6938835235586772,0.011588522021201789,0.5771941544195753,0.01195507500032139,0.3636230611647644,0.020072975643867497,0.19771230001060758,0.010717476071458232,0.013850300019839779,0.0019619384735191808,0.21156260003044736,0.012679414544977412,4495.5,0.7071067811865476,0.003542209058444823,-0.0029265437518289916,0.021272288479832202,0.01682762657301723,True,22
train_fold_class_balancing,synthetic_interpolate_to_majority,2,Extra Trees,6834,20,Creates fold-internal synthetic minority-class training rows up to the majority-class count.,0.5593615612282884,0.01946948521521737,0.6940298507462687,0.013864838846795,0.5738368044151754,0.0118962041267178,0.35996488147497807,0.023177044042403658,0.3220834499952616,0.044526160454555874,0.01683419998153113,0.0008848734137584742,0.33891764997679275,0.0436412870407974,6742.5,2.1213203435596424,0.0017171198643682883,-0.0027802165642375476,0.01791493847543224,0.013169446883230906,True,23
