experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,macro_f1,accuracy,balanced_accuracy,ordinal_mae,class_weight,recall_dissatisfied,recall_neutral,recall_satisfied,base_class_weight_variant,multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied
baseline,main_all_school_extra_trees,1,2,Extra Trees,6834,3417,20,0.16177710000192747,0.02127450000261888,0.18305160000454634,Tuned Extra Trees on the full imputed all-school dataset.,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,,,,,,,,
baseline,main_all_school_extra_trees,2,2,Extra Trees,6834,3417,20,0.16476860002148896,0.021034900011727586,0.18580350003321655,Tuned Extra Trees on the full imputed all-school dataset.,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,,,,,,,,
feature_engineering,threshold_flags_co2_1000_t18_t24,1,2,Extra Trees,6834,3417,23,0.20764890001737513,0.024162799993064255,0.23181170001043938,Adds binary CO2 and temperature threshold indicators.,0.5549757947451005,0.6856892010535558,0.5595008444917258,0.3608428446005268,,,,,,,,
feature_engineering,threshold_flags_co2_1000_t18_t24,2,2,Extra Trees,6834,3417,23,0.20399860001634806,0.02561079998849891,0.22960940000484698,Adds binary CO2 and temperature threshold indicators.,0.556267537520426,0.6927129060579456,0.5594128317989167,0.35323383084577115,,,,,,,,
missingness_indicators,imputation_indicators,1,2,Extra Trees,6834,3417,31,0.22025059998850338,0.017708500003209338,0.23795909999171272,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730832583905043,0.7052970441908106,0.576289958125352,0.33801580333625986,,,,,,,,
missingness_indicators,imputation_indicators,2,2,Extra Trees,6834,3417,31,0.2545737000182271,0.03237920001265593,0.28695290003088303,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730655679902888,0.7003219198127012,0.5746189622825676,0.3374304945858941,,,,,,,,
soft_voting,soft_vote_et_0.80_rf_0.20,1,2,Extra Trees + Random Forest,6834,3417,20,0.3403206000220962,0.04770220001228154,0.3880228000343777,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5621517066298886,0.7023705004389815,0.5611066277576692,0.3435762364647352,,,,,,,,
soft_voting,soft_vote_et_0.86_rf_0.14,1,2,Extra Trees + Random Forest,6834,3417,20,0.3403206000220962,0.04770220001228154,0.3880228000343777,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5626257067664371,0.7023705004389815,0.5617391761363505,0.3435762364647352,,,,,,,,
soft_voting,soft_vote_et_0.90_rf_0.10,1,2,Extra Trees + Random Forest,6834,3417,20,0.3403206000220962,0.04770220001228154,0.3880228000343777,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5629059609383847,0.70119988293825,0.5623748568909777,0.3447468539654668,,,,,,,,
soft_voting,soft_vote_et_0.95_rf_0.05,1,2,Extra Trees + Random Forest,6834,3417,20,0.3403206000220962,0.04770220001228154,0.3880228000343777,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5586316298031911,0.6979806848112379,0.5587066213888131,0.3479660520924788,,,,,,,,
soft_voting,soft_vote_et_0.80_rf_0.20,2,2,Extra Trees + Random Forest,6834,3417,20,0.3059230000071693,0.038372999988496304,0.3442959999956656,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5635728090593649,0.7055896985659935,0.557928457822607,0.3362598770851624,,,,,,,,
soft_voting,soft_vote_et_0.86_rf_0.14,2,2,Extra Trees + Random Forest,6834,3417,20,0.3059230000071693,0.038372999988496304,0.3442959999956656,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5623992645707974,0.7035411179397132,0.5573131040173629,0.33801580333625986,,,,,,,,
soft_voting,soft_vote_et_0.90_rf_0.10,2,2,Extra Trees + Random Forest,6834,3417,20,0.3059230000071693,0.038372999988496304,0.3442959999956656,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5603288181947405,0.700907228563067,0.5557672815131048,0.34006438396254024,,,,,,,,
soft_voting,soft_vote_et_0.95_rf_0.05,2,2,Extra Trees + Random Forest,6834,3417,20,0.3059230000071693,0.038372999988496304,0.3442959999956656,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5590929019017601,0.6985659935616038,0.5550036477553101,0.34299092771436934,,,,,,,,
ordinal_classification,ordinal_extra_trees_decomposition,1,2,Extra Trees,6834,3417,20,0.5533982000197284,0.056503100000554696,0.6099013000202831,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.551479560017984,0.707638279192274,0.5495778764728535,0.34064969271290607,,,,,,,,
ordinal_classification,ordinal_extra_trees_decomposition,2,2,Extra Trees,6834,3417,20,0.4107030000013765,0.04064890000154264,0.45135190000291914,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5570862587144917,0.7099795141937372,0.5505279639859991,0.3321627158326017,,,,,,,,
ordinal_classification,ordinal_random_forest_decomposition,1,2,Random Forest,6834,3417,20,0.2949483999982476,0.06957150000380352,0.36451990000205114,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5304333408289392,0.6953467954345918,0.5372580569201142,0.3596722270997951,,,,,,,,
ordinal_classification,ordinal_random_forest_decomposition,2,2,Random Forest,6834,3417,20,0.3334319999848958,0.06858670001383871,0.4020186999987345,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5063158937627499,0.6810067310506293,0.5126436133120903,0.3743049458589406,,,,,,,,
class_weight_search,class_weight_balanced,1,2,Extra Trees,6834,3417,20,0.20540780000737868,0.020775599987246096,0.22618339999462478,Baseline Extra Trees balanced class weights.,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,balanced,0.3677685950413223,0.4859913793103448,0.8161993769470405,,,,
class_weight_search,class_weight_balanced,2,2,Extra Trees,6834,3417,20,0.16529440000886098,0.015572700009215623,0.1808671000180766,Baseline Extra Trees balanced class weights.,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,balanced,0.3677685950413223,0.46817691477885653,0.8296263345195729,,,,
class_weight_search,class_weight_equal_1_1_1,1,2,Extra Trees,6834,3417,20,0.14603910001460463,0.01726079999934882,0.16329990001395345,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.",0.5179016141614938,0.7181738366988587,0.4917062439923381,0.32338308457711445,"{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.18181818181818182,0.3760775862068966,0.9172229639519359,,,,
class_weight_search,class_weight_equal_1_1_1,2,2,Extra Trees,6834,3417,20,0.1361116000043694,0.018474600015906617,0.154586200020276,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.",0.5536240776580729,0.729880011706175,0.5193770978730758,0.30816505706760317,"{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.25206611570247933,0.3807982740021575,0.9252669039145908,,,,
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,1,2,Extra Trees,6834,3417,20,0.15338299999712035,0.014750000002095476,0.16813299999921583,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.",0.5319988084892184,0.7105648229441031,0.5110680344023076,0.3330406789581504,"{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.22727272727272727,0.42564655172413796,0.8802848242100578,,,,
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,2,2,Extra Trees,6834,3417,20,0.13661740001407452,0.014525199978379533,0.15114259999245405,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.",0.5661046597560112,0.7246122329528827,0.5363562794084541,0.31050629206906644,"{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.2975206611570248,0.4120819848975189,0.8994661921708185,,,,
class_weight_search,class_weight_dissatisfied_3_neutral_2,1,2,Extra Trees,6834,3417,20,0.14315889999852516,0.019887100002961233,0.1630460000014864,"Manual class weights: {0: 3, 1: 2, 2: 1}.",0.5566947853686205,0.7120280948200176,0.5404746027539585,0.3242610477026632,"{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.2768595041322314,0.49676724137931033,0.8477970627503337,,,,
class_weight_search,class_weight_dissatisfied_3_neutral_2,2,2,Extra Trees,6834,3417,20,0.12731640000129119,0.02043559998855926,0.14775199998985045,"Manual class weights: {0: 3, 1: 2, 2: 1}.",0.5732560368799909,0.7251975417032485,0.5501375398449743,0.3099209833187006,"{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.30165289256198347,0.4746494066882416,0.8741103202846975,,,,
class_weight_search,class_weight_dissatisfied_4_neutral_2,1,2,Extra Trees,6834,3417,20,0.14782899999408983,0.01547089999075979,0.16329989998484962,"Manual class weights: {0: 4, 1: 2, 2: 1}.",0.5516083302061949,0.7026631548141645,0.5396562639232856,0.3412350014632719,"{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.30991735537190085,0.4665948275862069,0.842456608811749,,,,
class_weight_search,class_weight_dissatisfied_4_neutral_2,2,2,Extra Trees,6834,3417,20,0.1441346999781672,0.015017900004750118,0.1591525999829173,"Manual class weights: {0: 4, 1: 2, 2: 1}.",0.5622913567602628,0.713491366695932,0.5472003179232593,0.3242610477026632,"{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.34297520661157027,0.42718446601941745,0.87144128113879,,,,
class_weight_search,class_weight_dissatisfied_5_neutral_2,1,2,Extra Trees,6834,3417,20,0.1302910999802407,0.016050500009441748,0.14634159998968244,"Manual class weights: {0: 5, 1: 2, 2: 1}.",0.5641750175773984,0.707638279192274,0.5554509730398899,0.3330406789581504,"{'dissatisfied': 5, 'neutral': 2, 'satisfied': 1}",0.359504132231405,0.45905172413793105,0.8477970627503337,,,,
class_weight_search,class_weight_dissatisfied_5_neutral_2,2,2,Extra Trees,6834,3417,20,0.17060089998994954,0.016904699994483963,0.1875055999844335,"Manual class weights: {0: 5, 1: 2, 2: 1}.",0.5696492514992157,0.7143693298214808,0.5565764355387691,0.32338308457711445,"{'dissatisfied': 5, 'neutral': 2, 'satisfied': 1}",0.359504132231405,0.447680690399137,0.8625444839857651,,,,
class_weight_search,class_weight_stronger_dissatisfied,1,2,Extra Trees,6834,3417,20,0.17982379999011755,0.02764399998704903,0.20746779997716658,Stronger dissatisfied weight only.,0.5337707117071284,0.710857477319286,0.5241235421861575,0.3374304945858941,"{'dissatisfied': 4, 'neutral': 1, 'satisfied': 1}",0.34297520661157027,0.31573275862068967,0.9136626613262128,,,,
class_weight_search,class_weight_stronger_dissatisfied,2,2,Extra Trees,6834,3417,20,0.13519999998970889,0.021751699998276308,0.1569516999879852,Stronger dissatisfied weight only.,0.5497235753683801,0.7211003804506877,0.5388357618159612,0.32455370207784606,"{'dissatisfied': 4, 'neutral': 1, 'satisfied': 1}",0.384297520661157,0.30204962243797195,0.9301601423487544,,,,
class_weight_search,class_weight_stronger_neutral,1,2,Extra Trees,6834,3417,20,0.1402622000023257,0.013474399980623275,0.15373659998294897,Stronger neutral weight only.,0.5206096176093428,0.713491366695932,0.5080062459074339,0.31431079894644426,"{'dissatisfied': 1, 'neutral': 2.5, 'satisfied': 1}",0.11983471074380166,0.5657327586206896,0.8384512683578104,,,,
class_weight_search,class_weight_stronger_neutral,2,2,Extra Trees,6834,3417,20,0.13872570000239648,0.01482780001242645,0.15355350001482293,Stronger neutral weight only.,0.541170444363349,0.7143693298214808,0.515979393376346,0.3163593795727246,"{'dissatisfied': 1, 'neutral': 2.5, 'satisfied': 1}",0.18181818181818182,0.5102481121898598,0.8558718861209964,,,,
class_weight_search,class_weight_stronger_dissatisfied_neutral,1,2,Extra Trees,6834,3417,20,0.13799830002244562,0.01341729998239316,0.15141560000483878,Stronger dissatisfied and neutral weights.,0.5587615161094036,0.6988586479367866,0.5480593901861442,0.3383084577114428,"{'dissatisfied': 4, 'neutral': 2.5, 'satisfied': 1}",0.30991735537190085,0.5193965517241379,0.8148642634623943,,,,
class_weight_search,class_weight_stronger_dissatisfied_neutral,2,2,Extra Trees,6834,3417,20,0.12176789998193271,0.01377610000781715,0.13554399998974986,Stronger dissatisfied and neutral weights.,0.5641844173725832,0.7047117354404449,0.5475940191957254,0.3289435177055897,"{'dissatisfied': 4, 'neutral': 2.5, 'satisfied': 1}",0.32231404958677684,0.48327939590075514,0.8371886120996441,,,,
class_weight_threshold_tuning,best_class_weight_nested_threshold,1,2,Extra Trees,6834,3417,20,0.22051420001662336,0.02171150001231581,0.24222570002893917,Nested inner-fold probability multiplier tuning applied to class_weight_dissatisfied_5_neutral_2.,0.5713176867316474,0.7026631548141645,0.5686760809479293,0.33362598770851626,,0.34297520661157027,0.5646551724137931,0.7983978638184246,class_weight_dissatisfied_5_neutral_2,1.2,1.2,1.0
class_weight_threshold_tuning,best_class_weight_nested_threshold,2,2,Extra Trees,6834,3417,20,0.23917499999515712,0.026419000001624227,0.26559399999678135,Nested inner-fold probability multiplier tuning applied to class_weight_dissatisfied_5_neutral_2.,0.5705659117925344,0.6985659935616038,0.5672592177709602,0.3412350014632719,,0.371900826446281,0.5242718446601942,0.8056049822064056,class_weight_dissatisfied_5_neutral_2,1.2,1.2,1.0
complete_case_filter,complete_main_ieq_sensors,1,2,Extra Trees,5349,2674,20,0.11473100000876002,0.020168399991234764,0.13489939999999478,"Rows with originally observed Temperature, RH, CO2, Lighting, and Sound.",0.5743081834780759,0.6900934579439252,0.5800828538729511,0.3540186915887851,,,,,,,,
complete_case_filter,complete_main_ieq_sensors,2,2,Extra Trees,5349,2675,20,0.14433159999316558,0.01780450000660494,0.16213609999977052,"Rows with originally observed Temperature, RH, CO2, Lighting, and Sound.",0.5715824506750077,0.6982049364248317,0.5678337346471225,0.3410620792819746,,,,,,,,
complete_case_filter,complete_lighting_sound_ttrend,1,2,Extra Trees,2314,1157,20,0.07812679998460226,0.007442800007993355,0.08556959999259561,"Rows with originally observed Lighting, Sound, and Ttrend.",0.560854590796085,0.6707000864304236,0.5653055911499099,0.37683664649956783,,,,,,,,
complete_case_filter,complete_lighting_sound_ttrend,2,2,Extra Trees,2314,1157,20,0.07814900000812486,0.007851499976823106,0.08600049998494796,"Rows with originally observed Lighting, Sound, and Ttrend.",0.5671765722109902,0.6629213483146067,0.5676448633871776,0.37510803802938636,,,,,,,,
train_fold_class_balancing,random_oversample_to_50pct_majority,1,2,Extra Trees,6834,4496,20,0.29534010001225397,0.022082099982071668,0.31742219999432564,Randomly duplicates minority-class training records up to 50 percent of the majority-class count.,0.5670204075968707,0.6953467954345918,0.5783016370708267,0.3526485220954053,,,,,,,,
train_fold_class_balancing,random_oversample_to_50pct_majority,2,2,Extra Trees,6834,4495,20,0.24464340001577511,0.01990829998976551,0.2645517000055406,Randomly duplicates minority-class training records up to 50 percent of the majority-class count.,0.5544763145184387,0.6892010535557507,0.563701750803044,0.3576236464735148,,,,,,,,
train_fold_class_balancing,synthetic_interpolate_to_50pct_majority,1,2,Extra Trees,6834,4496,20,0.23005700000794604,0.01786379999248311,0.24792080000042915,Creates fold-internal synthetic minority-class training rows up to 50 percent of the majority-class count.,0.5726885763497541,0.7020778460637986,0.5856476690218964,0.3494293239683933,,,,,,,,
train_fold_class_balancing,synthetic_interpolate_to_50pct_majority,2,2,Extra Trees,6834,4495,20,0.2645306999911554,0.02101359999505803,0.28554429998621345,Creates fold-internal synthetic minority-class training rows up to 50 percent of the majority-class count.,0.5496847244949757,0.6856892010535558,0.5687406398172543,0.3778167983611355,,,,,,,,
train_fold_class_balancing,synthetic_interpolate_to_majority,1,2,Extra Trees,6834,6744,20,0.39604779999353923,0.028942500008270144,0.4249903000018094,Creates fold-internal synthetic minority-class training rows up to the majority-class count.,0.5731285662501798,0.7038337723148961,0.5822486910235569,0.3435762364647352,,,,,,,,
train_fold_class_balancing,synthetic_interpolate_to_majority,2,2,Extra Trees,6834,6741,20,0.3658893999818247,0.025550999998813495,0.3914403999806382,Creates fold-internal synthetic minority-class training rows up to the majority-class count.,0.545594556206397,0.6842259291776412,0.5654249178067938,0.37635352648522097,,,,,,,,
